"","Germplasm","Species","Dataset","Bloom_Days","TA","Fruit_Dim","Flesh_C","Spec_Flesh_Color_b","Spec_Flesh_Color_a","Bulked_Fruit_SSC","Pull_Force","Pit_Lh","Spec_Skin_Color_a","Skin_C_mahogany","Spec_Skin_Color_b","Spec_Skin_Color_L","Bulked_Fruit_Firmness","FreeStone","Perc_Cracking","Fruit_Wt","SSC","Perc_Pitting","Spec_Flesh_Color_L","Pit_Wt","Fruit_Wd2","Pit_Wd1","Harvest_Time","Stem_length","Foliar_PM","Bloom_Time","Fruit_L","Bulked_Fruit_Wt","Harvest_Days","Skin_C_blush","Firmness_1","pH","Fruit_Shape","Harvest_Date","Bloom_Date"
"329","FR27T054","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,NA,-2.78,5,NA,NA,NA,428.3,8.29,NA,7,NA,NA,118.3,2,0,3.8,29.6,100,NA,0.3,18.47,7.83,796.25,33.69,1,162.86,15.77,0,181,NA,118.3,NA,5,"7/1/2011","4/18/2011"
"330","FR27T054","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.82,-1.89,5,NA,NA,NA,582.3,8.76,NA,4.8,NA,NA,159.9,4,NA,4.83,26.02,NA,NA,0.4,21.22,9,889.03,NA,3,172.72,17.41,NA,179,NA,157.3,NA,3,"6/28/2012","4/17/2012"
"331","FR27T094","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",103,NA,-1.94,4,NA,NA,NA,600.6,10.55,NA,6,NA,NA,146.3,4.8,4,6.43,22.3,12,NA,0.4,20.71,8.15,785.39,39.78,0,152.33,17.63,4.7,180,NA,131,NA,5,"6/30/2011","4/14/2011"
"332","FR27T094","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.69,-1.37,4,NA,NA,NA,517,10.53,NA,4.6,NA,NA,166,3,NA,5.88,22.86,NA,NA,0.46,21.71,9.34,815.14,NA,0,172.72,19.39,NA,173,NA,162.6,NA,3,"6/22/2012","4/17/2012"
"333","FR27T096","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,NA,-3.09,5,NA,NA,NA,517,8.85,NA,7,NA,NA,182.4,3.8,0,3.32,25.8,NA,NA,0.34,17.21,7.24,785.39,39.86,0,163.61,15.49,3.25,180,NA,176.5,NA,2,"6/30/2011","4/19/2011"
"334","FR27T096","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.82,-1.98,3,NA,NA,NA,567,10.03,NA,6,NA,NA,197.5,3,NA,4.79,22.84,NA,NA,0.36,20.75,9.06,815.14,NA,0,217,17.44,NA,173,NA,188.4,NA,2,"6/22/2012","4/22/2012"
"335","FR27T097","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-3.54,1,NA,NA,NA,771.9,9.39,NA,1.6,NA,NA,175.5,2,NA,2.9,24,NA,NA,0.32,15.98,7.45,785.39,32.7,1,165.36,14.5,2.7,180,NA,170.9,NA,3.8,"6/30/2011","4/20/2011"
"336","FR27T097","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.79,-2.32,2,NA,NA,NA,660.8,10.29,NA,1,NA,NA,176.9,1,NA,4.38,26.44,NA,NA,0.44,19.61,9.36,815.14,NA,1,172.72,16.9,NA,173,NA,169.8,NA,3,"6/22/2012","4/17/2012"
"337","FR27T099","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,0.73,-3.37,1,NA,NA,NA,611.8,8.47,NA,NA,NA,NA,196.8,3.7,0,2.6,25.15,NA,NA,0.27,14.99,7.37,785.39,31.65,0,162.86,16.18,2.93,180,1.3,212.3,NA,4.3,"6/30/2011","4/18/2011"
"338","FR27T099","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,NA,-2.49,2,NA,NA,NA,553.7,9.32,NA,NA,NA,NA,162.8,2,NA,3.57,26.7,NA,NA,0.3,19.13,8.94,815.14,NA,0,202.94,16.51,NA,173,3,190.8,NA,2,"6/22/2012","4/21/2012"
"339","FR27T102","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,1.02,-2.22,1,NA,NA,NA,527.2,9.54,NA,NA,NA,NA,212.8,5,NA,4.51,21.56,NA,NA,0.38,19.85,9.3,872.83,NA,0,172.72,17.11,NA,178,3.2,213.1,NA,5,"6/27/2012","4/17/2012"
"340","FR28T001","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.63,-1.98,4,NA,NA,NA,558.8,9.53,NA,5.2,NA,NA,139.1,5,NA,4.58,20.94,NA,NA,0.36,20.21,9.37,872.83,NA,1,202.94,17.9,NA,178,NA,141,NA,3,"6/27/2012","4/21/2012"
"341","FR28T002","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,NA,-1.54,4,NA,NA,NA,601.6,10.36,NA,5,NA,NA,159.5,5,NA,5.45,19.5,NA,NA,0.44,22.2,10,872.83,NA,0,202.94,18.17,NA,178,NA,160.7,NA,2,"6/27/2012","4/21/2012"
"342","FR28T099","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,NA,-4.18,1,NA,NA,NA,545.5,8.58,NA,1.6,NA,NA,192.9,3,NA,3.14,22.72,NA,NA,0.3,15.71,8.42,889.03,NA,0,181.58,11.74,NA,179,NA,179.7,NA,2,"6/28/2012","4/19/2012"
"343","FR28T100","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,NA,-4.22,1,NA,NA,26.2,461.9,9.68,NA,NA,NA,NA,221.9,3,0,2.38,33.7,20,NA,0.32,13.52,7.38,812.03,43.13,0,163.61,13.57,2.56,182,2.8,205.2,NA,3,"7/2/2011","4/19/2011"
"344","FR28T100","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,1.16,-3.28,1,NA,NA,NA,590.4,9.86,NA,NA,NA,NA,202.8,3,NA,4.5,27.94,NA,NA,0.34,18.42,8.85,937.25,NA,0,181.58,13.49,NA,182,3.8,196.6,NA,3,"7/1/2012","4/19/2012"
"345","FR28T101","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-3.43,1,NA,NA,22.1,418.1,8.51,NA,NA,NA,NA,246.5,5,0,2.78,24,NA,NA,0.3,16.42,7.52,812.03,46.3,0,165.36,14.6,2.46,182,2,232,NA,2,"7/2/2011","4/20/2011"
"346","FR28T101","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,NA,-2.91,1,NA,NA,NA,536.4,9.05,NA,NA,NA,NA,235.5,3,NA,3.42,26.2,NA,NA,0.34,17.97,8.75,937.25,NA,0,181.58,15.6,NA,182,3.2,227.7,NA,3,"7/1/2012","4/19/2012"
"347","FR28T102","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.81,-3.01,5,NA,NA,NA,577.2,8.53,NA,5,NA,NA,181.2,5,NA,2.95,22.96,NA,NA,0.28,17.9,7.74,889.03,NA,0,170.75,15.21,NA,179,NA,174.2,NA,3,"6/28/2012","4/16/2012"
"348","FR28T104","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,NA,-4.35,4,NA,NA,NA,627.1,8.18,NA,5,NA,NA,200.1,4,0,2.07,20.45,33.33,NA,0.27,14.39,7.08,785.39,39.8,0,163.61,12.15,2.1,180,NA,212.9,NA,3,"6/30/2011","4/19/2011"
"349","FR28T104","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.7,-2.99,3,NA,NA,NA,548.6,8.81,NA,5,NA,NA,214.5,4,NA,2.03,20.1,NA,NA,0.32,18.18,8.38,889.03,NA,0,170.75,15.06,NA,179,NA,214.7,NA,2,"6/28/2012","4/16/2012"
"350","FR28T105","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,NA,-3.78,4.4,NA,NA,NA,575.1,8.72,NA,5.6,NA,NA,200.9,4.6,0,2.66,25.85,NA,NA,0.32,15.54,7.65,785.39,36.6,0,155.08,13.75,2.49,180,NA,209.3,NA,5,"6/30/2011","4/15/2011"
"351","FR28T105","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.97,-2.54,5,NA,NA,NA,569,8.77,NA,6,NA,NA,201.3,4,NA,3.88,26.1,NA,NA,0.3,18.79,9.87,872.83,NA,0,178.25,16.61,NA,178,NA,198.7,NA,3.8,"6/27/2012","4/18/2012"
"352","FR28T106","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,NA,-3.17,1,NA,NA,16.5,510.9,9.57,NA,NA,NA,NA,245.9,3,0,3.05,21.65,NA,NA,0.38,16.67,8.08,774.19,42.15,0,162.86,15.58,2.79,179,3,247.7,NA,2,"6/29/2011","4/18/2011"
"353","FR28T106","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,1.12,-3.56,1,NA,NA,NA,507.8,9.05,NA,NA,NA,NA,193.6,2,NA,4.02,23,NA,NA,0.37,17.01,9.06,937.25,NA,2,192.19,13.47,NA,182,2.6,236,NA,1.8,"7/1/2012","4/20/2012"
"354","FR28T107","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",106,NA,-3.41,5,NA,NA,29.2,427.3,8.72,NA,7,NA,NA,196,4,NA,2.9,29.2,NA,NA,0.27,16.14,7,NA,43.84,0,161.72,14.96,2.9,NA,NA,196,NA,5,NA,"4/17/2011"
"355","FR28T107","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.69,-2.33,4,NA,NA,NA,475.2,9.3,NA,6,NA,NA,161.3,3,NA,4.06,22.92,NA,NA,0.34,19.71,8.52,NA,NA,0,172.72,16.76,NA,NA,NA,184,NA,3,NA,"4/17/2012"
"356","FR28T108","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.86,-2.39,4.4,NA,NA,NA,451.7,9.72,NA,5.8,NA,NA,207.7,4.4,0,4.48,25.9,8,NA,0.34,18.45,7.61,785.39,45.15,0,163.61,17.61,4.23,180,NA,201.4,NA,5,"6/30/2011","4/19/2011"
"357","FR28T108","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,1.06,-1.12,4,NA,NA,NA,510.9,10.26,NA,4.4,NA,NA,238.4,5,NA,5.56,21.08,NA,NA,0.38,22.22,8.77,872.83,NA,0,172.72,20.1,NA,178,NA,229.6,NA,2,"6/27/2012","4/17/2012"
"358","FR29T073","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,NA,-2.74,4.5,NA,NA,23.4,481.3,9.66,NA,5.5,NA,NA,83.6,4,NA,4.55,26.2,NA,NA,0.45,19.61,8.72,693.89,31.43,0,155.08,14.92,4.55,173,NA,NA,NA,2,"6/23/2011","4/15/2011"
"359","FR29T073","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.58,-2.01,5,NA,NA,NA,568,9.58,NA,7,NA,NA,182.8,5,NA,4.85,27.52,NA,NA,0.36,20.65,9.46,872.83,NA,0,202.94,17.36,NA,178,NA,176,NA,2,"6/27/2012","4/21/2012"
"360","FR29T074","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.76,-1.42,1,NA,NA,NA,567,10.36,NA,NA,NA,NA,162.8,5,NA,5.6,27.02,NA,NA,0.56,21.31,9.65,963.06,NA,0,202.94,19.55,NA,184,4,165.9,NA,3,"7/3/2012","4/21/2012"
"361","FR29T075","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",105,NA,-3.43,2.6,NA,NA,NA,742.4,9.73,NA,3.6,NA,NA,235.6,3.8,NA,2.9,20,NA,NA,0.34,15.6,7.64,785.39,28.93,0,160.83,15.35,2.8,180,NA,222.7,NA,5,"6/30/2011","4/16/2011"
"362","FR29T075","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.69,-1.99,3.8,NA,NA,NA,539.4,10.18,NA,5.6,NA,NA,192.3,5,NA,4.42,20.08,NA,NA,0.42,19.89,9.27,963.06,NA,0,178.25,18.15,NA,184,NA,202.3,NA,5,"7/3/2012","4/18/2012"
"363","FR29T076","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,0.9,-2.48,3,NA,NA,NA,458.9,9.82,NA,4,NA,NA,191.3,4.6,16.67,4.66,20.1,16.67,NA,0.36,19.08,8.34,785.39,37.45,0,NA,16.61,4.6,180,NA,201.1,NA,5,"6/30/2011",NA
"364","FR29T076","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,NA,-2.41,5,NA,NA,NA,499.7,9.63,NA,7,NA,NA,113,1.5,NA,3.8,28.35,NA,NA,0.4,19.4,8.96,839.14,NA,0,217,16.64,NA,175,NA,211.7,NA,3,"6/24/2012","4/22/2012"
"365","FR29T077","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.9,-2.18,4,NA,NA,NA,487.4,10.38,NA,5,NA,NA,168.8,4,7.69,5.3,20.1,15.38,NA,0.42,19.97,8.64,785.39,40.31,0,163.61,17.21,4.42,180,NA,167.4,NA,5,"6/30/2011","4/19/2011"
"366","FR29T077","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,1.03,-1.12,4,NA,NA,NA,535.4,10.39,NA,5,NA,NA,209.9,4,NA,6.2,23.86,NA,NA,0.5,22.88,9.95,872.83,NA,0,202.94,19.49,NA,178,NA,194.3,NA,3.2,"6/27/2012","4/21/2012"
"367","FR29T117","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.91,-2.7,5,NA,NA,NA,582.3,9.79,NA,7,NA,NA,135.2,5,NA,3.61,25.14,NA,NA,0.4,18.01,8.29,963.06,NA,0,181.58,16.56,NA,184,NA,134.3,NA,3,"7/3/2012","4/19/2012"
"368","FR29T118","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.76,-2.29,2,NA,NA,NA,574.1,9.66,NA,NA,NA,NA,141.7,5,NA,3.5,20.62,NA,NA,0.38,18.69,8.32,963.06,NA,0,172.72,17.83,NA,184,3,119.4,NA,3,"7/3/2012","4/17/2012"
"369","FR29T119","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,NA,-1.88,4,NA,NA,NA,662.8,10.74,NA,5,NA,NA,202.9,3,NA,4.52,21.6,NA,NA,0.4,19.8,8.48,872.83,NA,1,178.25,18.74,NA,178,NA,195,NA,3.2,"6/27/2012","4/18/2012"
"370","FR29T120","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,NA,-2.88,1,NA,NA,NA,741.3,9.27,NA,NA,NA,NA,205.8,3,NA,3.63,19.67,NA,NA,0.3,16.95,7.44,693.89,46.66,0,163.61,16.68,3.53,173,1.3,250.7,NA,5,"6/23/2011","4/19/2011"
"371","FR29T120","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.94,-1.72,1,NA,NA,NA,544.5,10.3,NA,NA,NA,NA,218,5,NA,4.85,25.54,NA,NA,0.42,20.55,9.3,872.83,NA,1,181.58,18.82,NA,178,3.6,244.4,NA,5,"6/27/2012","4/19/2012"
"372","FR29T122","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-2.82,1,NA,NA,NA,437.5,10.41,NA,NA,NA,NA,176,3.8,0,3.5,20,NA,NA,0.43,16.95,7.69,NA,41.94,0,165.36,16.98,4.08,NA,3,188,NA,NA,NA,"4/20/2011"
"373","FR29T122","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.68,-1.59,1,NA,NA,NA,542.5,10.05,NA,NA,NA,NA,195,5,NA,5.11,21.92,NA,NA,0.38,21.1,8.97,NA,NA,3,192.19,18.93,NA,NA,2,183.5,NA,NA,NA,"4/20/2012"
"374","FR29T124","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",106,NA,-3.89,5,NA,NA,NA,438.5,9.14,NA,6,NA,NA,159,3.8,NA,2.45,24.85,NA,NA,0.3,14.46,7.46,785.39,45.52,0,161.72,14.24,2.45,180,NA,164.2,NA,2,"6/30/2011","4/17/2011"
"375","FR29T124","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.96,-2.13,5,NA,NA,NA,655.7,9.55,NA,7,NA,NA,155.8,5,NA,4.17,25.26,NA,NA,0.38,20.12,8.65,963.06,NA,0,181.58,17.28,NA,184,NA,140.2,NA,1,"7/3/2012","4/19/2012"
"376","FR29T126","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.64,-1.76,1,NA,NA,NA,573.1,9.91,NA,NA,NA,NA,204.4,4,NA,5.16,23.64,NA,NA,0.36,20.7,9.19,872.83,NA,0,178.25,18.49,NA,178,4,199.7,NA,3,"6/27/2012","4/18/2012"
"377","FR2T030","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,0.81,1.11,1,29.4,3.79,19.1,1241,10.85,11.29,NA,35.63,66.65,NA,5,16,11.01,19.85,NA,47.53,0.45,29.73,9.98,1137.31,53.78,NA,191.94,23.67,9.56,192,1.6,322.7,3.84,NA,"7/12/2010","4/9/2010"
"378","FR2T030","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.66,0.89,1,NA,NA,NA,893.3,11.24,NA,NA,NA,NA,292.8,4,14.29,11,19.77,14.29,NA,0.44,26.17,8.92,999.42,49.17,3,165.36,25.87,11.03,195,1.2,301.7,NA,5,"7/15/2011","4/20/2011"
"379","FR2T030","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.82,1.56,1,NA,NA,NA,929,10.84,NA,NA,NA,NA,287.4,4,NA,11.4,21,NA,NA,0.48,28.97,10.15,NA,NA,3,178.25,26.48,NA,NA,2.4,287.3,NA,5,NA,"4/18/2012"
"380","FR2T035","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",97,1.09,-0.49,4.6,3.02,11.51,20.5,516,11.58,11.56,5,0.99,27.05,NA,4,16.67,9,20.25,12.5,19.51,0.63,25.33,11.02,1147.69,41.39,NA,191.08,20.24,7.6,193,NA,301.9,3.97,NA,"7/13/2010","4/8/2010"
"381","FR2T035","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.9,-0.57,3.8,NA,NA,17.9,611.8,11.95,NA,7,NA,NA,304.6,4.4,5.88,9.7,20.63,NA,NA,0.6,23.82,9.44,1049.19,45.45,3,163.61,21.22,7.88,198,NA,321.7,NA,5,"7/18/2011","4/19/2011"
"382","FR2T035","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.84,0,4,NA,NA,NA,486.4,11.39,NA,6,NA,NA,241,4.2,NA,8.85,23.62,NA,NA,0.5,26.1,10.12,1190.28,NA,3,178.25,21.81,NA,197,NA,280,NA,2,"7/16/2012","4/18/2012"
"383","FR2T037","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.88,-0.1,1,21.61,3.65,20,961.6,13.35,21.6,NA,33.75,57.73,NA,3.8,8,8.29,22.35,0,37.66,0.62,24.86,10.25,1259.56,51.17,NA,191,22.46,8.3,200,4,306,3.92,NA,"7/20/2010","4/7/2010"
"384","FR2T037","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,NA,-0.43,1,NA,NA,NA,726,12.99,NA,NA,NA,NA,348.3,4,9.09,7.81,27.6,NA,NA,0.63,21.53,8.96,1015.36,52.85,2,162.86,23.93,7.4,196,2.6,334,NA,3,"7/16/2011","4/18/2011"
"385","FR2T037","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,1.07,0.92,1,NA,NA,NA,471.1,13.44,NA,NA,NA,NA,276.1,4,NA,10.21,22.82,NA,NA,0.66,26.59,10.92,1227.33,NA,2,178.25,25.62,NA,199,2.2,275.5,NA,5,"7/18/2012","4/18/2012"
"386","FR2T038","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",95,0.59,0.43,1,23.63,5.1,18.6,708.7,11.86,34.09,NA,17.23,38.63,NA,3.4,16,9.2,18.45,0,38.55,0.56,27.13,10.54,1161.75,38.54,NA,185.64,22.88,9.65,194,3.6,274.4,4.14,NA,"7/14/2010","4/6/2010"
"387","FR2T038","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,0.9,-0.12,1,NA,NA,17.1,660.8,11.68,NA,NA,NA,NA,305,4,NA,9.37,16.1,NA,NA,0.6,24.09,9.29,1015.36,44.56,2,162.86,23.07,8.91,196,3,291.3,NA,5,"7/16/2011","4/18/2011"
"388","FR2T038","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.56,0.8,1,NA,NA,NA,486.4,11.33,NA,NA,NA,NA,263.7,4,NA,10.96,18.44,NA,NA,0.5,27.48,10.55,NA,NA,2,178.25,24.27,NA,NA,2,271.3,NA,2,NA,"4/18/2012"
"389","FR2T040","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.9,-0.66,3,4.83,16.05,24.3,1147.2,11.61,15.31,5.8,0.94,27.56,NA,4,28,7.2,21.47,0,20.73,0.49,24.07,9.49,1227.28,40.34,NA,191,20.58,6.12,198,NA,324.1,4.1,NA,"7/18/2010","4/7/2010"
"390","FR2T040","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",106,NA,-0.4,2.3,NA,NA,NA,772.9,11.49,NA,5,NA,NA,411.3,3,NA,7.23,20.3,NA,NA,0.38,23.1,8.25,1087.61,43.23,3,161.72,22.66,6.95,201,NA,387.1,NA,3,"7/21/2011","4/17/2011"
"391","FR2T040","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,1.13,-0.41,3,NA,NA,NA,944.3,11.21,NA,4.6,NA,NA,456.7,4,NA,7.45,23.3,NA,NA,0.5,24.05,9.64,1227.33,NA,2,178.25,21.77,NA,199,NA,336.8,NA,2,"7/18/2012","4/18/2012"
"392","FR2T045","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,0.6,0.05,3.6,2.64,11.88,23.6,850.4,12.04,16.01,5.4,1.25,28.29,NA,3,16,8.88,21.73,12,14.26,0.49,25.38,10.86,1123.72,41.2,NA,195.33,22.7,8.23,191,NA,269.2,4.16,NA,"7/11/2010","4/10/2010"
"393","FR2T045","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,NA,-0.41,1,NA,NA,NA,975.9,11.89,NA,2,NA,NA,281.8,4,0,7.41,15.4,NA,NA,0.62,23.14,10.45,958.81,48.28,1,167.06,22.56,NA,192,NA,273.2,NA,5,"7/12/2011","4/21/2011"
"394","FR2T045","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.46,0.18,3,NA,NA,NA,597.6,13.55,NA,4,NA,NA,232.2,5,NA,9,18.06,NA,NA,0.5,25.66,9.17,NA,NA,1,181.58,23.04,NA,NA,NA,233.8,NA,3.2,NA,"4/19/2012"
"395","FR2T046","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,0.62,1.02,2,11.36,13.04,20.5,953.4,12.18,28.09,NA,9.85,32.94,NA,3.6,8.33,11.46,18.67,4.17,25.84,0.6,28.43,10.52,1161.75,47.96,NA,191.94,24.43,9.44,194,3.2,275.3,4.14,NA,"7/14/2010","4/9/2010"
"396","FR2T046","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.62,0.63,1.4,NA,NA,16.7,725,13.12,NA,NA,NA,NA,275.8,3.4,NA,11.38,21.4,NA,NA,0.56,25.94,9.54,984.97,52.71,1,163.61,24.86,13.23,194,1.8,257,NA,3,"7/14/2011","4/19/2011"
"397","FR2T046","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.72,0.29,3,NA,NA,NA,543.5,12.74,NA,NA,NA,NA,231.6,4,NA,11.98,22.76,NA,NA,0.58,28.19,11.01,1084.14,NA,1,178.25,21.26,NA,191,NA,261.5,NA,3,"7/10/2012","4/18/2012"
"398","FR2T048","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",111,0.83,-0.31,1.2,NA,NA,16.1,882.1,10.76,NA,3.8,NA,NA,275.4,3.4,15.79,7.94,15.03,15.79,NA,0.52,23.35,9.07,914.56,38.16,1,168.58,22.85,7.59,189,NA,287.4,NA,2,"7/9/2011","4/22/2011"
"399","FR2T048","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.63,-0.46,3,NA,NA,NA,512.9,10.85,NA,5.6,NA,NA,232.6,5,NA,10.7,22.54,NA,NA,0.53,25.41,10.45,1084.14,NA,3,202.94,20.28,NA,191,NA,257.3,NA,3,"7/10/2012","4/21/2012"
"400","FR2T049","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.53,-0.09,4,2.61,10.66,21.6,604.7,11.87,16.53,6.2,1.55,27.88,NA,3.8,16,8,20.47,8,17.98,0.62,24.52,10.65,1123.72,42.04,NA,191,22.81,7.19,191,NA,290.4,4.16,NA,"7/11/2010","4/7/2010"
"401","FR2T049","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,NA,-0.84,2.2,NA,NA,18.4,495.6,10.39,NA,5,NA,NA,298.8,3.4,0,7.38,19.2,NA,NA,0.52,22.21,8.33,914.56,40.96,1,162.86,21.42,NA,189,NA,292.9,NA,5,"7/9/2011","4/18/2011"
"402","FR2T049","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.56,-0.93,3.6,NA,NA,NA,519,11.26,NA,5.6,NA,NA,280.4,3.6,NA,8.56,20.74,NA,NA,0.54,24.63,10.83,1084.14,NA,3,170.75,18.81,NA,191,NA,290.6,NA,3,"7/10/2012","4/16/2012"
"403","FR2T050","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,0.53,-0.06,3.5,6.05,12.2,22.3,789.3,11.01,10.52,7,0.96,26.98,NA,3.5,50,8.16,18.9,50,21.7,0.64,24.18,10.35,1161.75,35.19,NA,195.33,23.28,8.16,194,NA,316.5,4.23,NA,"7/14/2010","4/10/2010"
"404","FR2T050","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.56,-1.4,1.6,NA,NA,15.9,695.4,11.52,NA,3.4,NA,NA,301.7,3,0,7.15,16.45,NA,NA,0.58,20.49,9.4,928.78,44.37,2,165.36,20.34,6.06,190,NA,312.9,NA,4,"7/10/2011","4/20/2011"
"405","FR2T050","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.49,-0.95,4,NA,NA,NA,500.7,11.44,NA,5.6,NA,NA,283.2,4.6,NA,8.5,23.72,NA,NA,0.6,24.81,10.84,1084.14,NA,3,178.25,18.54,NA,191,NA,291.8,NA,3,"7/10/2012","4/18/2012"
"406","FR2T054","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,0.59,0.47,3,6.74,16.7,22.4,947.3,11.81,16.95,5.2,1.55,31.57,NA,3,16,9.47,20.78,8,19.06,0.6,26.66,10.89,1123.72,48.5,NA,195.33,23.46,8.66,191,NA,311,4.2,NA,"7/11/2010","4/10/2010"
"407","FR2T054","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.67,-0.56,2,NA,NA,17.2,1021.8,11.51,NA,5.6,NA,NA,318,3.2,NA,7.4,19.93,NA,NA,0.64,23.22,9.54,944.14,41.59,1,165.36,21.78,7.59,191,NA,317.2,NA,5,"7/11/2011","4/20/2011"
"408","FR2T054","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.66,0.12,2,NA,NA,NA,713.8,11.82,NA,5.6,NA,NA,304.1,4,NA,10.37,21.32,NA,NA,0.6,27.33,11.18,1084.14,NA,2,202.94,21.27,NA,191,NA,298.8,NA,3,"7/10/2012","4/21/2012"
"409","FR2T057","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",97,0.41,-0.02,3.2,2.65,10.16,17.5,646.5,12.22,17.21,5.4,1.76,26.84,NA,3.4,NA,8.66,17.57,NA,17.51,0.61,25.81,10.96,1161.75,47.18,NA,191.08,21.97,7.31,194,NA,286.7,4.45,NA,"7/14/2010","4/8/2010"
"410","FR2T057","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-1.32,1,NA,NA,15.4,887.2,12.13,NA,3,NA,NA,302.4,5,NA,8.3,15.2,NA,NA,0.6,20.59,9.4,999.42,51.49,2,165.36,20.66,5.77,195,NA,297.2,NA,4,"7/15/2011","4/20/2011"
